transaction_id,cart_size,transaction_amount,transaction_type,transaction_status,customer_age_group,session_duration,time_spent_on_payment_page,customer_ip_location,card_expiration_delay,payment_method,login_status,time_since_account_creation,ip_address_previous_transactions,user_segment,product_views_during_session,visit_origin,device_type,flag
3204371,2,113,service,complete,36-45,,,local,17,creditcard,logged-in,310,0,T76E,,,,0
3039174,3,125,service,complete,26-35,33.62,,eu,-1,instore,logged-in,465,1,UJ8H,7.0,direct,mobile,0
3139539,1,56,product,complete,26-35,14.39,25.43,local,14,creditcard,logged-in,0,1,,3.0,direct,desktop,0
3092615,1,58,product,complete,,8.23,30.8,local,15,creditcard,guest,-99999,1,,6.0,search engine,desktop,0
3239497,1,53,product,complete,36-45,7.1,33.35,local,25,creditcard,logged-in,200,2,GIKJ,11.0,search engine,app,0
3115171,2,121,product,complete,18-25,20.5,32.05,local,19,creditcard,logged-in,416,0,JYYA,4.0,direct,desktop,0
3275938,1,44,product,complete,18-25,9.3,27.35,local,11,creditcard,logged-in,493,1,AE1R,6.0,direct,app,0
3145535,1,45,service,complete,56+,8.24,,eu,-1,3rd party,logged-in,-99999,1,,8.0,paid,app,0
3149631,2,80,product,complete,,22.33,30.71,local,18,creditcard,logged-in,249,0,3R3T,8.0,direct,desktop,0
3172577,2,138,product,complete,,,,local,26,creditcard,guest,-99999,1,,,,,1
3256255,2,119,product,complete,,12.08,46.5,local,13,creditcard,logged-in,422,1,TZOP,5.0,direct,mobile,0
3033753,1,71,product,complete,36-45,15.82,34.75,eu,26,creditcard,logged-in,509,1,T76E,3.0,search engine,desktop,0
3216911,1,79,product,complete,,7.67,29.07,local,10,creditcard,logged-in,603,0,QIB9,8.0,direct,desktop,0
3279827,2,126,product,complete,,28.16,26.04,local,21,creditcard,logged-in,884,1,M0BQ,5.0,direct,desktop,0
3258914,2,82,product,complete,,18.71,27.6,local,24,creditcard,logged-in,0,1,,4.0,direct,mobile,0
3127241,1,62,product,complete,,11.34,35.07,local,21,creditcard,logged-in,1077,1,H1KS,5.0,direct,desktop,0
3161604,2,93,product,complete,36-45,,,local,18,creditcard,logged-in,340,0,X254,,,,0
3073243,3,233,product,complete,,38.18,22.87,local,15,creditcard,logged-in,0,0,,4.0,direct,mobile,1
3097783,1,63,product,complete,46-55,12.78,26.5,eu,28,4x,logged-in,287,1,3R3T,7.0,search engine,mobile,1
3173376,1,53,product,complete,36-45,7.23,,local,-1,4x,logged-in,648,2,UPET,7.0,search engine,app,0
3000911,1,70,product,complete,36-45,7.28,36.68,local,22,creditcard,logged-in,219,0,LMYN,5.0,search engine,app,0
3100046,1,46,product,complete,,12.65,35.86,local,29,3rd party,guest,-99999,0,,8.0,paid,mobile,1
3116959,2,76,product,complete,,22.4,29.78,local,12,creditcard,guest,-99999,1,,8.0,direct,mobile,0
3114896,1,38,product,complete,,5.85,,local,-1,3rd party,guest,-99999,0,,7.0,paid,desktop,0
3272676,4,177,product,complete,,32.15,33.11,eu,18,creditcard,logged-in,863,1,Y8Z7,4.0,direct,desktop,0
3296169,1,47,service,complete,,4.83,24.71,local,15,creditcard,guest,-99999,0,,2.0,direct,desktop,1
3173722,1,62,product,complete,,12.28,29.46,local,22,creditcard,guest,-99999,0,,6.0,search engine,mobile,0
3202934,3,145,product,complete,,18.72,,local,-1,3rd party,logged-in,0,1,,10.0,search engine,desktop,0
3072542,1,83,product,complete,26-35,5.52,21.76,local,14,creditcard,logged-in,736,0,LMYN,7.0,email,mobile,0
3172697,2,82,product,complete,,14.85,22.3,local,18,creditcard,logged-in,1058,1,WZWX,8.0,email,mobile,0
3213364,2,122,product,complete,,22.27,,non-eu/unknown,-1,3rd party,guest,-99999,0,,7.0,search engine,mobile,0
3245747,2,71,product,complete,18-25,14.31,,local,-1,3rd party,logged-in,-99999,1,,7.0,email,app,0
3286916,2,95,product,complete,,18.62,,local,-1,3rd party,guest,-99999,1,,4.0,direct,desktop,0
3137032,1,63,product,complete,46-55,4.54,,local,-1,4x,logged-in,279,0,X254,6.0,search engine,desktop,0
3184729,2,94,product,complete,18-25,32.88,,local,-1,3rd party,logged-in,0,0,,4.0,search engine,mobile,0
3294826,1,70,product,complete,,12.96,33.66,local,13,creditcard,guest,-99999,3,,2.0,direct,mobile,0
3233358,2,63,product,complete,,14.66,34.34,local,17,creditcard,logged-in,109,0,Y8Z7,4.0,direct,mobile,0
3177205,2,59,product,complete,,18.65,35.28,local,17,creditcard,guest,-99999,1,,2.0,direct,mobile,0
3290432,2,122,product,complete,,16.29,34.15,local,19,creditcard,guest,-99999,0,,5.0,direct,mobile,0
3104609,1,75,service,complete,18-25,7.95,37.76,local,16,creditcard,logged-in,-99999,1,,6.0,search engine,app,0
3188601,2,90,product,complete,,18.64,37.07,local,19,creditcard,logged-in,145,0,QIB9,4.0,paid,mobile,0
3101387,1,32,product,complete,,16.83,,local,-1,4x,guest,-99999,1,,2.0,search engine,mobile,0
3217914,3,132,product,complete,,24.2,37.84,local,12,creditcard,logged-in,1154,0,3R3T,3.0,search engine,desktop,0
3070776,1,43,product,complete,,9.08,35.12,local,18,creditcard,logged-in,0,0,,6.0,email,desktop,0
3060292,2,79,product,complete,56+,24.92,32.76,local,22,creditcard,logged-in,255,3,M0BQ,6.0,direct,app,0
3254235,1,76,product,complete,,11.7,25.72,local,18,4x,logged-in,322,0,JYYA,6.0,search engine,mobile,1
3105973,4,134,product,complete,36-45,44.22,29.16,local,16,creditcard,logged-in,502,1,9SL7,7.0,paid,mobile,0
3006415,1,34,product,complete,,8.52,34.42,local,22,creditcard,logged-in,0,0,,5.0,paid,mobile,0
3287338,2,53,product,complete,,26.25,,local,-1,4x,logged-in,2058,0,X254,8.0,direct,mobile,0
3200258,2,73,product,complete,,22.39,35.51,local,25,creditcard,guest,-99999,0,,6.0,search engine,desktop,0
3213839,2,87,product,complete,,,,local,23,creditcard,guest,-99999,0,,,,,0
3105124,2,76,product,complete,,22.62,30.09,local,18,creditcard,logged-in,0,2,,5.0,direct,desktop,0
3039027,3,214,product,complete,,21.7,31.56,non-eu/unknown,17,creditcard,logged-in,199,2,HXJI,9.0,direct,desktop,0
3045045,1,67,product,complete,,12.63,,local,-1,instore,guest,-99999,0,,8.0,direct,desktop,0
3049599,3,83,product,complete,,24.3,38.07,local,22,creditcard,guest,-99999,1,,3.0,search engine,desktop,0
3040554,2,114,product,complete,,26.29,34.68,local,19,creditcard,guest,-99999,0,,10.0,search engine,mobile,0
3201791,3,142,product,complete,,21.68,,local,-1,3rd party,guest,-99999,1,,7.0,direct,mobile,0
3097629,3,163,product,complete,26-35,21.09,,local,-1,4x,logged-in,255,1,3R3T,7.0,search engine,mobile,0
3260069,1,43,product,complete,,10.46,,local,-1,instore,guest,-99999,2,,4.0,search engine,mobile,0
3133206,1,43,product,complete,,10.52,24.98,local,14,creditcard,logged-in,696,1,UP79,3.0,search engine,mobile,0
3028141,2,55,product,complete,,18.36,43.05,local,18,creditcard,logged-in,925,1,HXJI,11.0,direct,mobile,0
3173337,3,194,product,complete,,21.23,,local,-1,instore,logged-in,406,1,I7IW,5.0,search engine,mobile,0
3220327,5,241,product,complete,26-35,45.5,32.21,local,15,creditcard,logged-in,-99999,0,,5.0,direct,app,0
3010976,2,128,product,complete,,14.48,,eu,-1,instore,logged-in,0,0,,7.0,search engine,mobile,0
3202319,2,151,product,complete,18-25,22.4,25.28,local,23,creditcard,logged-in,1016,0,AE1R,10.0,direct,app,0
3109689,1,48,product,complete,18-25,6.17,31.53,local,13,creditcard,logged-in,488,1,TZOP,7.0,direct,app,0
3112854,2,65,product,complete,18-25,10.69,25.74,local,8,creditcard,logged-in,237,2,T76E,10.0,direct,app,0
3149505,1,77,product,complete,,5.59,31.65,local,16,creditcard,guest,-99999,0,,7.0,direct,mobile,0
3038025,1,52,product,complete,,14.24,28.91,local,19,creditcard,guest,-99999,1,,3.0,search engine,mobile,0
3076568,1,41,product,complete,26-35,14.06,31.97,eu,19,creditcard,logged-in,588,0,WZWX,3.0,direct,mobile,0
3058154,1,66,product,complete,,10.36,,local,-1,4x,logged-in,716,0,AE1R,1.0,search engine,mobile,0
3269578,2,87,product,complete,18-25,16.29,29.29,local,25,creditcard,logged-in,-99999,0,,5.0,paid,app,0
3145176,1,77,product,complete,,5.98,30.43,eu,17,creditcard,logged-in,755,0,9SL7,7.0,paid,mobile,0
3039194,2,51,product,complete,26-35,22.08,,local,-1,instore,logged-in,-99999,0,,5.0,search engine,app,0
3218656,1,64,service,complete,46-55,10.05,22.42,local,21,creditcard,logged-in,175,1,JYYA,6.0,search engine,desktop,0
3055317,1,44,product,pending,18-25,8.64,29.87,non-eu/unknown,18,creditcard,logged-in,0,1,,5.0,email,mobile,0
3229776,1,48,product,complete,36-45,14.96,23.96,local,22,creditcard,logged-in,0,0,,10.0,direct,mobile,0
3220428,3,157,product,complete,,33.07,32.96,local,20,creditcard,logged-in,317,1,PTLP,5.0,search engine,mobile,0
3294774,1,90,product,complete,,8.05,26.37,local,18,creditcard,logged-in,0,1,,6.0,direct,desktop,0
3080882,1,47,product,complete,36-45,6.49,28.17,local,21,creditcard,logged-in,197,3,3R3T,5.0,search engine,mobile,0
3118663,1,38,product,complete,36-45,5.62,30.47,eu,23,creditcard,logged-in,325,0,HACU,3.0,search engine,mobile,0
3289359,3,95,product,complete,,33.64,27.18,non-eu/unknown,21,creditcard,guest,-99999,1,,5.0,direct,mobile,0
3080004,1,43,product,complete,,12.31,29.57,local,8,creditcard,guest,-99999,0,,6.0,direct,mobile,0
3145094,1,62,product,complete,36-45,8.48,,eu,-1,3rd party,logged-in,429,0,Y8Z7,5.0,search engine,mobile,0
3277439,1,71,product,complete,26-35,14.39,,local,-1,creditcard,logged-in,321,0,3R3T,11.0,direct,mobile,1
3166975,1,70,product,complete,,4.54,27.88,local,20,creditcard,guest,-99999,1,,6.0,search engine,desktop,0
3285447,1,80,product,complete,,7.78,26.06,local,18,creditcard,guest,-99999,0,,4.0,search engine,desktop,0
3179376,2,121,product,complete,18-25,30.13,28.41,local,20,creditcard,logged-in,-99999,0,,3.0,direct,app,0
3201694,1,41,product,complete,36-45,10.2,21.15,eu,17,creditcard,logged-in,619,1,M0BQ,8.0,direct,desktop,0
3146074,1,56,product,complete,18-25,8.43,28.28,local,24,creditcard,logged-in,-99999,1,,4.0,search engine,app,0
3134029,1,50,service,complete,26-35,7.78,36.98,local,17,creditcard,logged-in,-99999,1,,3.0,direct,app,0
3218372,1,73,product,complete,,4.97,32.15,local,13,creditcard,guest,-99999,0,,4.0,email,mobile,0
3239164,1,104,product,complete,,11.41,,local,-1,3rd party,logged-in,248,1,X254,5.0,search engine,desktop,1
3206295,2,102,product,complete,,24.14,,local,-1,3rd party,logged-in,316,0,HXJI,6.0,direct,mobile,0
3147637,3,105,product,complete,,21.3,37.0,local,17,creditcard,logged-in,1606,1,3R3T,10.0,paid,desktop,0
3189918,2,73,product,complete,18-25,8.08,34.13,local,17,creditcard,logged-in,588,2,6QZP,6.0,search engine,mobile,0
3129909,2,82,product,complete,,26.15,,eu,-1,instore,logged-in,1629,1,Y8Z7,6.0,direct,mobile,0
3064206,2,91,product,complete,,12.8,24.64,local,21,creditcard,guest,-99999,0,,2.0,direct,desktop,0
3063708,2,64,product,complete,,16.47,,local,-1,creditcard,logged-in,1638,2,HACU,7.0,direct,desktop,1
3260412,2,109,product,complete,18-25,,,local,28,creditcard,logged-in,0,1,,,,,0
3020187,2,87,product,complete,26-35,16.72,33.1,local,15,creditcard,logged-in,607,0,AE1R,4.0,search engine,desktop,0
3254126,4,295,product,complete,36-45,35.28,,local,0,3rd party,logged-in,732,0,T76E,4.0,direct,mobile,1
3033234,1,75,product,complete,46-55,9.58,,local,-1,instore,logged-in,890,1,Y8Z7,7.0,paid,mobile,0
3118047,1,42,product,complete,,10.11,32.32,local,13,creditcard,guest,-99999,0,,6.0,direct,mobile,0
3131348,3,113,product,complete,,18.7,,eu,-1,4x,logged-in,555,0,QIB9,8.0,direct,desktop,0
3104689,3,194,product,complete,,36.57,21.49,local,17,creditcard,guest,-99999,0,,6.0,search engine,mobile,0
3246289,1,47,product,complete,26-35,13.83,29.71,local,16,creditcard,logged-in,1485,0,UP79,6.0,search engine,mobile,0
3293312,1,47,product,complete,,14.31,16.89,local,10,creditcard,logged-in,0,0,,2.0,paid,desktop,1
3246608,2,46,product,complete,56+,20.67,32.84,eu,17,creditcard,logged-in,709,0,3R3T,6.0,direct,mobile,0
3144881,7,466,product,complete,18-25,63.24,28.79,eu,19,creditcard,logged-in,-99999,0,,3.0,direct,app,0
3201788,2,74,product,complete,,27.38,22.99,local,12,creditcard,logged-in,0,1,,5.0,direct,app,1
3225233,1,70,product,complete,,9.79,26.64,local,14,creditcard,guest,-99999,3,,10.0,search engine,desktop,0
3299746,2,113,product,complete,,24.0,32.44,local,16,creditcard,guest,-99999,0,,8.0,search engine,mobile,0
3140837,1,72,product,complete,,8.45,29.82,eu,21,creditcard,guest,-99999,0,,7.0,direct,desktop,0
3035683,2,111,product,complete,,16.07,,local,-1,instore,logged-in,0,1,,6.0,search engine,mobile,0
3134464,2,49,product,complete,,20.88,,non-eu/unknown,-1,instore,guest,-99999,1,,3.0,search engine,mobile,0
3207956,3,157,product,complete,26-35,21.16,31.34,non-eu/unknown,15,creditcard,logged-in,1101,2,X254,6.0,direct,desktop,0
3259299,2,60,product,complete,,16.84,37.51,local,12,creditcard,guest,-99999,0,,4.0,direct,desktop,0
3204654,1,72,product,complete,,5.72,43.27,local,16,creditcard,logged-in,0,0,,4.0,direct,mobile,0
3212836,2,99,product,complete,18-25,24.82,32.48,local,22,creditcard,logged-in,-99999,1,,9.0,direct,app,0
3030156,2,73,product,complete,,16.31,,local,-1,4x,guest,-99999,1,,5.0,direct,mobile,0
3211048,2,118,service,complete,,22.44,30.24,eu,18,creditcard,guest,-99999,1,,4.0,email,mobile,0
3090667,2,71,product,complete,56+,12.42,33.74,local,19,creditcard,logged-in,0,1,,4.0,direct,app,0
3262421,3,94,product,complete,,30.56,,non-eu/unknown,-1,3rd party,guest,-99999,2,,5.0,direct,mobile,0
3160131,1,59,service,complete,,12.07,26.9,local,18,creditcard,guest,-99999,0,,7.0,search engine,desktop,1
3266896,1,37,product,complete,,10.68,30.76,local,21,creditcard,logged-in,540,0,OTLH,1.0,search engine,mobile,0
3194429,2,88,product,complete,,14.45,31.12,local,22,creditcard,guest,-99999,1,,6.0,direct,desktop,0
3149665,1,56,product,complete,,8.57,,local,-1,3rd party,guest,-99999,0,,8.0,search engine,desktop,0
3153883,2,80,product,complete,,20.77,29.64,local,14,creditcard,guest,-99999,0,,2.0,search engine,mobile,0
3047039,2,116,product,complete,,,,local,23,creditcard,guest,-99999,1,,,,,0
3283984,3,212,product,complete,,18.77,36.07,local,15,creditcard,logged-in,866,1,I7IW,6.0,direct,mobile,0
3055848,2,74,service,complete,26-35,26.73,,local,-1,3rd party,logged-in,723,0,928S,4.0,paid,app,0
3114633,2,81,product,complete,36-45,18.48,19.99,local,17,3rd party,logged-in,622,0,UJ8H,3.0,paid,mobile,1
3012725,2,143,product,complete,18-25,26.89,,local,-1,instore,logged-in,617,0,I7IW,9.0,search engine,desktop,0
3191724,3,142,product,complete,,30.96,27.64,local,18,creditcard,guest,-99999,1,,3.0,direct,mobile,0
3186168,1,66,product,complete,26-35,,,local,-1,3rd party,logged-in,521,0,PTLP,,,,0
3007305,3,92,service,complete,,21.81,30.73,local,14,creditcard,logged-in,102,1,UPET,4.0,search engine,desktop,0
3164817,2,61,product,complete,18-25,20.46,30.9,non-eu/unknown,14,creditcard,logged-in,387,0,7ZUQ,9.0,search engine,app,0
3166609,2,75,product,complete,46-55,,,local,-1,instore,logged-in,648,0,LMYN,,,,0
3148358,1,69,product,complete,36-45,8.11,36.0,local,17,creditcard,logged-in,-99999,0,,7.0,direct,app,0
3011699,1,59,product,complete,,11.38,,local,-1,instore,logged-in,0,1,,5.0,direct,mobile,0
3024146,1,66,service,complete,,5.03,,eu,-1,3rd party,logged-in,0,0,,6.0,direct,mobile,0
3036726,1,46,service,complete,26-35,11.72,33.7,local,15,creditcard,logged-in,1048,0,AE1R,5.0,direct,mobile,0
3033139,1,23,product,complete,36-45,8.64,32.35,local,13,instore,logged-in,0,0,,6.0,email,mobile,1
3070829,1,71,product,complete,,11.47,29.88,local,10,creditcard,logged-in,374,1,AE1R,7.0,direct,mobile,0
3248407,2,133,product,complete,36-45,36.8,,local,-1,instore,logged-in,832,0,T76E,3.0,direct,mobile,0
3067178,3,230,product,complete,,30.27,28.25,local,18,creditcard,guest,-99999,1,,10.0,direct,desktop,0
3177859,1,46,product,complete,46-55,12.26,,local,-1,4x,logged-in,276,0,NZ9Z,8.0,search engine,mobile,0
3046072,2,60,product,complete,46-55,12.76,38.57,local,19,creditcard,logged-in,-99999,0,,3.0,search engine,app,0
3213714,1,70,service,complete,,9.24,31.08,eu,13,creditcard,logged-in,1104,0,LMYN,7.0,direct,mobile,0
3133882,3,218,product,complete,36-45,30.97,,local,-1,4x,logged-in,1039,1,9SL7,4.0,direct,mobile,0
3201594,3,139,product,complete,,39.14,31.75,local,19,creditcard,guest,-99999,1,,8.0,email,mobile,0
3222987,3,198,service,complete,,30.85,31.41,local,15,creditcard,guest,-99999,4,,5.0,email,mobile,0
3045491,2,107,product,complete,36-45,18.47,35.2,local,23,creditcard,guest,-99999,2,,8.0,direct,app,0
3187175,1,45,product,complete,,,,local,14,creditcard,logged-in,416,0,I7IW,,,,0
3043158,1,18,service,complete,,11.23,39.16,local,13,instore,guest,-99999,0,,4.0,direct,desktop,1
3162732,1,43,product,complete,26-35,8.06,32.93,local,21,creditcard,logged-in,736,2,3R3T,8.0,direct,desktop,0
3092665,2,129,service,complete,,16.19,40.19,local,16,creditcard,logged-in,714,0,X254,6.0,direct,mobile,0
3211801,4,130,product,complete,,48.18,31.11,local,17,creditcard,logged-in,222,0,X254,6.0,search engine,mobile,0
3067815,3,174,product,complete,,33.11,23.33,local,21,creditcard,logged-in,770,0,Q7Y0,7.0,paid,mobile,0
3079122,1,27,product,complete,,6.8100000000000005,24.35,local,11,creditcard,guest,-99999,1,,3.0,search engine,mobile,0
3178201,1,28,product,complete,36-45,9.65,,local,-1,3rd party,logged-in,-99999,0,,7.0,direct,app,0
3215741,4,202,product,complete,,40.66,,local,-1,3rd party,logged-in,0,1,,4.0,search engine,mobile,0
3080622,2,96,product,complete,,18.36,,local,-1,instore,guest,-99999,0,,3.0,direct,mobile,0
3263814,2,84,product,complete,,20.94,27.84,local,17,creditcard,guest,-99999,1,,7.0,email,mobile,0
3088475,1,46,product,complete,18-25,6.85,34.54,local,16,creditcard,logged-in,0,0,,4.0,direct,desktop,0
3017445,2,125,product,complete,,10.75,33.64,local,11,creditcard,logged-in,122,0,HACU,7.0,search engine,desktop,0
3196008,4,151,product,complete,36-45,28.08,25.78,local,12,creditcard,logged-in,-99999,0,,5.0,search engine,app,0
3171783,3,188,product,complete,,33.57,35.23,local,18,creditcard,logged-in,228,1,9SL7,8.0,search engine,mobile,0
3002103,1,55,product,complete,36-45,7.12,,local,-1,3rd party,logged-in,178,0,X254,4.0,search engine,app,0
3269198,2,117,product,complete,,18.15,20.65,local,21,creditcard,guest,-99999,0,,4.0,direct,desktop,0
3272392,2,125,product,complete,,12.85,,eu,-1,4x,logged-in,0,0,,3.0,search engine,mobile,0
3020913,1,58,product,complete,,10.9,,local,-1,3rd party,guest,-99999,1,,6.0,paid,desktop,0
3031269,2,83,product,complete,,,,non-eu/unknown,20,creditcard,logged-in,1221,0,T76E,,,,0
3191644,4,102,product,complete,,44.07,34.08,local,16,creditcard,guest,-99999,1,,2.0,direct,mobile,0
3005055,2,127,product,complete,,28.12,26.65,eu,11,creditcard,logged-in,656,1,M0BQ,5.0,search engine,mobile,0
3233576,1,46,product,complete,,4.57,,non-eu/unknown,-1,instore,guest,-99999,0,,7.0,paid,mobile,0
3224594,2,97,product,complete,,20.05,32.05,local,22,creditcard,logged-in,732,1,M0BQ,8.0,direct,desktop,0
3231127,2,95,service,complete,,20.98,24.23,eu,13,creditcard,guest,-99999,0,,5.0,direct,mobile,0
3115847,1,54,product,complete,,4.59,34.92,eu,17,creditcard,guest,-99999,0,,10.0,paid,desktop,0
3150435,4,231,product,complete,,36.06,,non-eu/unknown,-1,4x,guest,-99999,0,,4.0,direct,mobile,0
3157499,2,97,product,complete,,10.25,33.51,local,21,creditcard,guest,-99999,0,,3.0,direct,mobile,0
3105674,1,37,product,complete,,10.52,,local,-1,3rd party,guest,-99999,1,,3.0,direct,desktop,0
3155695,2,130,product,complete,,24.32,29.89,local,14,creditcard,guest,-99999,1,,7.0,direct,mobile,0
3265044,1,35,product,complete,26-35,6.8,37.81,local,21,creditcard,guest,347,0,9SL7,8.0,email,app,0
3159704,1,23,product,complete,46-55,7.5,,local,-1,4x,logged-in,302,0,LMYN,5.0,search engine,mobile,0
3107558,3,91,product,complete,,21.42,,local,-1,3rd party,guest,-99999,1,,3.0,direct,mobile,0
3208883,2,109,product,complete,,14.86,,eu,-1,instore,logged-in,491,0,I7IW,6.0,direct,mobile,0
3115044,1,36,product,complete,,7.25,30.82,eu,17,creditcard,guest,-99999,1,,5.0,paid,desktop,0
3160392,1,44,product,complete,26-35,5.84,29.89,local,14,creditcard,logged-in,216,1,QIB9,13.0,email,desktop,0
3066513,1,46,service,complete,,9.63,,local,-1,3rd party,guest,-99999,0,,6.0,email,desktop,0
3211636,1,36,product,complete,46-55,7.03,29.78,eu,23,creditcard,logged-in,131,1,UPET,3.0,email,mobile,0
3045159,1,61,product,complete,,12.28,24.69,local,16,creditcard,guest,-99999,0,,4.0,direct,mobile,0
3073405,2,137,product,complete,,17.02,,local,-1,creditcard,guest,-99999,1,,4.0,search engine,mobile,1
3206046,1,61,product,complete,,5.84,21.87,eu,24,creditcard,logged-in,898,0,Y8Z7,4.0,direct,mobile,0
3137094,1,78,product,complete,,9.21,,eu,-1,3rd party,logged-in,427,0,UP79,3.0,search engine,mobile,0
3025553,1,51,product,complete,18-25,8.11,24.82,non-eu/unknown,24,creditcard,logged-in,295,0,GIKJ,11.0,direct,app,0
3107671,1,29,product,complete,26-35,9.26,26.17,local,19,creditcard,logged-in,784,0,Q7Y0,8.0,direct,app,0
3060349,1,42,service,complete,,8.04,34.82,local,10,creditcard,logged-in,0,0,,9.0,direct,desktop,0
3089419,2,113,product,complete,,14.15,31.59,eu,22,creditcard,guest,-99999,0,,5.0,email,desktop,0
3147701,2,103,product,complete,36-45,14.78,36.4,eu,13,creditcard,logged-in,185,1,UPET,7.0,search engine,desktop,0
3192772,2,96,product,complete,26-35,19.77,,local,-1,creditcard,logged-in,1044,0,H1KS,2.0,email,mobile,1
3297582,1,44,product,complete,,8.93,,eu,-1,instore,guest,-99999,1,,9.0,direct,mobile,0
3250678,1,42,service,complete,,9.52,19.44,eu,11,creditcard,logged-in,327,0,AE1R,3.0,search engine,desktop,1
3215234,1,85,product,complete,18-25,13.67,36.86,non-eu/unknown,16,creditcard,logged-in,-99999,1,,7.0,search engine,app,0
3219344,2,73,product,complete,18-25,16.33,32.58,local,14,creditcard,logged-in,726,1,OTLH,7.0,direct,app,0
3052734,4,157,product,complete,,32.86,26.21,non-eu/unknown,19,creditcard,logged-in,487,0,M0BQ,8.0,direct,desktop,0
3107534,3,170,product,complete,26-35,42.8,33.58,local,12,creditcard,logged-in,0,1,,3.0,search engine,app,0
3097611,1,53,product,complete,,5.79,23.39,local,14,creditcard,guest,-99999,0,,7.0,direct,mobile,0
3244629,1,87,product,complete,18-25,5.06,30.71,eu,19,creditcard,logged-in,1023,0,6QZP,5.0,search engine,desktop,0
3003685,3,137,service,complete,18-25,32.62,,local,-2,creditcard,logged-in,318,0,Q7Y0,7.0,search engine,desktop,1
3117838,2,139,product,complete,46-55,18.58,28.6,local,9,creditcard,logged-in,712,0,HACU,3.0,direct,desktop,0
3039528,3,202,service,complete,,9.97,,eu,-1,3rd party,logged-in,671,0,QIB9,3.0,direct,desktop,0
3043047,1,16,product,complete,18-25,,,local,-1,3rd party,logged-in,778,0,ME7O,,,,0
3033505,2,93,product,complete,,15.15,26.4,local,14,creditcard,logged-in,0,1,,4.0,direct,desktop,1
3062788,2,83,product,complete,,14.76,29.24,local,28,creditcard,guest,-99999,0,,5.0,direct,mobile,0
3125799,2,63,product,complete,46-55,24.17,,local,-1,4x,logged-in,1307,1,QIB9,7.0,search engine,desktop,0
3097072,3,202,product,complete,56+,24.89,,eu,-1,3rd party,logged-in,176,2,3R3T,5.0,search engine,mobile,0
3007538,1,37,product,complete,,8.37,,local,-1,3rd party,guest,-99999,1,,9.0,direct,desktop,0
3231551,2,69,product,complete,,6.48,43.15,local,21,creditcard,guest,-99999,0,,6.0,search engine,desktop,1
3126312,1,64,product,complete,,13.76,20.08,eu,16,creditcard,logged-in,619,1,T76E,6.0,search engine,mobile,0
3170118,2,140,product,complete,,20.99,30.8,eu,22,creditcard,logged-in,611,0,WZWX,8.0,direct,desktop,0
3294664,1,69,product,complete,,6.0,,non-eu/unknown,-2,creditcard,logged-in,398,0,3R3T,6.0,direct,mobile,1
3294484,2,120,product,complete,,16.85,30.88,local,28,creditcard,guest,-99999,1,,7.0,paid,desktop,0
3244283,1,28,product,complete,46-55,4.8100000000000005,,local,-1,3rd party,logged-in,0,1,,4.0,email,mobile,0
3209855,2,73,product,complete,26-35,20.52,,local,-1,4x,logged-in,-99999,0,,7.0,direct,app,0
3092948,2,50,product,complete,,22.91,,local,-1,instore,logged-in,164,0,HACU,2.0,paid,mobile,0
3290923,3,110,product,complete,,30.88,25.28,eu,23,creditcard,logged-in,0,2,,9.0,search engine,mobile,0
3233771,4,156,product,complete,,,,local,14,creditcard,logged-in,262,0,6QZP,,,,0
3035277,3,183,product,complete,36-45,12.08,29.9,local,24,creditcard,logged-in,493,0,HACU,9.0,direct,desktop,0
3182452,1,59,product,complete,,,,local,18,creditcard,logged-in,526,0,M0BQ,,,,0
3199664,1,73,product,complete,18-25,7.1,31.35,local,17,creditcard,logged-in,-99999,0,,6.0,search engine,app,0
3014177,1,23,product,complete,,6.95,,local,-1,instore,guest,-99999,1,,6.0,direct,desktop,0
3143746,2,72,product,complete,,12.96,,eu,-1,4x,guest,-99999,0,,5.0,direct,desktop,0
3156856,1,52,product,complete,,7.8100000000000005,22.92,local,19,creditcard,logged-in,1786,1,HACU,2.0,direct,mobile,0
3080206,2,45,product,complete,46-55,12.48,35.02,local,16,creditcard,logged-in,0,1,,10.0,direct,app,0
3121822,3,145,product,complete,,21.98,25.78,eu,24,creditcard,guest,-99999,0,,8.0,email,desktop,0
3058288,1,32,service,complete,,9.38,23.66,local,11,creditcard,logged-in,1777,0,ME7O,5.0,search engine,mobile,0
3062583,2,58,product,complete,,14.31,,local,-1,3rd party,logged-in,592,0,UPET,4.0,search engine,mobile,0
3093099,3,96,product,pending,,43.53,,local,-1,3rd party,logged-in,824,0,Q7Y0,5.0,search engine,mobile,0
3113216,1,62,product,complete,18-25,11.25,20.07,non-eu/unknown,16,creditcard,logged-in,848,1,T76E,6.0,paid,mobile,0
3125677,2,71,product,complete,,22.06,32.81,non-eu/unknown,25,creditcard,logged-in,409,2,928S,7.0,paid,desktop,0
3005314,4,102,product,complete,26-35,,,local,-1,3rd party,logged-in,148,0,UPET,,,,0
3141901,1,32,service,complete,,14.34,24.94,local,13,creditcard,guest,-99999,0,,6.0,email,desktop,1
3271125,3,132,product,complete,26-35,30.09,,local,-1,instore,logged-in,429,2,Q7Y0,7.0,paid,mobile,0
3022576,2,141,product,pending,46-55,16.88,27.48,local,18,creditcard,logged-in,0,0,,7.0,search engine,mobile,0
